x,y,z
0.078,0.0,-0.066128716
0.0795,0.0,-0.06659369
0.081,0.0,-0.067056656
0.0825,0.0,-0.06751752
0.084,0.0,-0.06797621
0.0855,0.0,-0.06843263
0.087,0.0,-0.068886705
0.0885,0.0,-0.06933834
0.09,0.0,-0.06978745
0.0915,0.0,-0.070233956
0.093,0.0,-0.070677765
0.0945,0.0,-0.07111879
0.096,0.0,-0.07155693
0.0975,0.0,-0.07199212
0.099,0.0,-0.07242425
0.1005,0.0,-0.07285324
0.102,0.0,-0.073278986
0.1035,0.0,-0.07370141
0.105,0.0,-0.07412041
0.1065,0.0,-0.0745359
0.108,0.0,-0.07494778
0.1095,0.0,-0.07535596
0.111,0.0,-0.07576034
0.1125,0.0,-0.076160826
0.114,0.0,-0.076557316
0.1155,0.0,-0.07694972
0.117,0.0,-0.07733794
0.1185,0.0,-0.07772188
0.12,0.0,-0.07810143
0.1215,0.0,-0.078476496
0.123,0.0,-0.078846976
0.1245,0.0,-0.07921276
0.126,0.0,-0.079573765
0.1275,0.0,-0.07992987
0.129,0.0,-0.08028099
0.1305,0.0,-0.080627
0.132,0.0,-0.08096781
0.1335,0.0,-0.0813033
0.135,0.0,-0.08163337
0.1365,0.0,-0.081957914
0.138,0.0,-0.08227682
0.1395,0.0,-0.082589984
0.141,0.0,-0.08289729
0.1425,0.0,-0.08319864
0.144,0.0,-0.0834939
0.1455,0.0,-0.08378298
0.147,0.0,-0.08406575
0.1485,0.0,-0.08434211
0.15,0.0,-0.08461192
0.1515,0.0,-0.0848751
0.153,0.0,-0.08513151
0.1545,0.0,-0.08538103
0.156,0.0,-0.085623555
0.1575,0.0,-0.08585896
0.159,0.0,-0.08608712
0.1605,0.0,-0.08630793
0.162,0.0,-0.086521246
0.1635,0.0,-0.086726956
0.165,0.0,-0.08692493
0.1665,0.0,-0.08711505
0.168,0.0,-0.08729719
0.1695,0.0,-0.08747122
0.171,0.0,-0.087637015
0.1725,0.0,-0.08779444
0.174,0.0,-0.08794337
0.1755,0.0,-0.08808366
0.177,0.0,-0.08821521
0.1785,0.0,-0.08833785
0.18,0.0,-0.088451475
0.1815,0.0,-0.08855593
0.183,0.0,-0.08865109
0.1845,0.0,-0.08873681
0.186,0.0,-0.088812955
0.1875,0.0,-0.088879384
0.189,0.0,-0.08893596
0.1905,0.0,-0.08898253
0.192,0.0,-0.08901896
0.1935,0.0,-0.08904511
0.195,0.0,-0.08906081
0.1965,0.0,-0.08906594
0.198,0.0,-0.08906034
0.1995,0.0,-0.089043856
0.201,0.0,-0.08901634
0.2025,0.0,-0.08897765
0.204,0.0,-0.08892761
0.2055,0.0,-0.088866085
0.207,0.0,-0.08879291
0.2085,0.0,-0.088707924
0.21,0.0,-0.08861097
0.2115,0.0,-0.08850189
0.213,0.0,-0.088380516
0.2145,0.0,-0.08824669
0.216,0.0,-0.08810024
0.2175,0.0,-0.087941
0.219,0.0,-0.0877688
0.2205,0.0,-0.08758347
0.222,0.0,-0.087384835
0.2235,0.0,-0.08717273
0.225,0.0,-0.08694697
0.2265,0.0,-0.08670738
0.228,0.0,-0.08645379
0.2295,0.0,-0.08618601
0.231,0.0,-0.085903846
0.2325,0.0,-0.08560713
0.234,0.0,-0.08529566
0.2355,0.0,-0.08496926
0.237,0.0,-0.08462773
0.2385,0.0,-0.08427089
0.24,0.0,-0.08389853
0.2415,0.0,-0.08351046
0.243,0.0,-0.08310647
0.2445,0.0,-0.08268637
0.246,0.0,-0.082249954
0.2475,0.0,-0.08179702
0.249,0.0,-0.08132734
0.2505,0.0,-0.08084072
0.252,0.0,-0.08033694
0.2535,0.0,-0.07981579
0.255,0.0,-0.07927704
0.2565,0.0,-0.07872047
0.258,0.0,-0.07814587
0.2595,0.0,-0.077553
0.261,0.0,-0.076941624
0.2625,0.0,-0.07631152
0.264,0.0,-0.07566245
0.2655,0.0,-0.07499418
0.267,0.0,-0.07430645
0.2685,0.0,-0.07359903
0.27,0.0,-0.07287167
0.2715,0.0,-0.072124116
0.273,0.0,-0.07135611
0.2745,0.0,-0.07056739
0.276,0.0,-0.06975771
0.2775,0.0,-0.06892678
0.279,0.0,-0.06807435
0.2805,0.0,-0.06720014
0.282,0.0,-0.066303864
0.2835,0.0,-0.06538525
0.285,0.0,-0.06444401
0.2865,0.0,-0.06347985
0.288,0.0,-0.06249248
0.2895,0.0,-0.061481595
0.291,0.0,-0.060446896
0.2925,0.0,-0.059388068
0.294,0.0,-0.058304805
0.2955,0.0,-0.05719678
0.297,0.0,-0.056063678
0.2985,0.0,-0.054905165
0.3,0.0,-0.053720906
0.3015,0.0,-0.05251056
0.303,0.0,-0.05127378
0.3045,0.0,-0.05001022
0.306,0.0,-0.048719514
0.3075,0.0,-0.0474013
0.309,0.0,-0.046055213
0.3105,0.0,-0.044680864
0.312,0.0,-0.04327788
0.3135,0.0,-0.041845854
0.315,0.0,-0.040384404
0.3165,0.0,-0.03889311
0.318,0.0,-0.03737157
0.3195,0.0,-0.035819348
0.321,0.0,-0.034236018
0.3225,0.0,-0.032621145
0.324,0.0,-0.030974275
0.3255,0.0,-0.029294953
0.327,0.0,-0.02758271
0.3285,0.0,-0.025837071
0.33,0.0,-0.024057548
0.3315,0.0,-0.022243645
0.333,0.0,-0.020394852
0.3345,0.0,-0.01851065
0.336,0.0,-0.016590508
0.3375,0.0,-0.014633883
0.339,0.0,-0.012640219
0.3405,0.0,-0.010608949
0.342,0.0,-0.008539489
0.3435,0.0,-0.0064312443
0.345,0.0,-0.004283605
0.3465,0.0,-0.0020959459
0.348,0.0,0.0001323738
0.3495,0.0,0.0024020106
0.351,0.0,0.0047136378
0.3525,0.0,0.0070679463
0.354,0.0,0.009465645
0.3555,0.0,0.011907462
0.357,0.0,0.014394144
0.3585,0.0,0.01692646
0.36,0.0,0.019505197
0.3615,0.0,0.022131167
0.363,0.0,0.024805205
0.3645,0.0,0.027528169
0.366,0.0,0.030300943
0.3675,0.0,0.033124436
0.369,0.0,0.035999585
0.3705,0.0,0.038927354
0.372,0.0,0.041908745
0.3735,0.0,0.044944778
0.375,0.0,0.04803652
0.3765,0.0,0.05118506
0.378,0.0,0.05439153
0.3795,0.0,0.0576571
0.381,0.0,0.060982976
0.3825,0.0,0.06437041
0.384,0.0,0.06782069
0.3855,0.0,0.07133517
0.387,0.0,0.074915215
0.3885,0.0,0.07856228
0.39,0.0,0.08227786
0.3915,0.0,0.0860635
0.393,0.0,0.0899208
0.3945,0.0,0.09385144
0.396,0.0,0.09785716
0.3975,0.0,0.10193977
0.399,0.0,0.10610115
0.4005,0.0,0.11034326
0.402,0.0,0.11466815
0.4035,0.0,0.11907796
0.405,0.0,0.12357491
0.4065,0.0,0.12816134
0.408,0.0,0.13283968
0.4095,0.0,0.13761248
0.411,0.0,0.1424824
0.4125,0.0,0.14745227
0.414,0.0,0.15252501
0.4155,0.0,0.1577037
0.417,0.0,0.1629916
0.4185,0.0,0.16839212
0.42,0.0,0.17390886
0.4215,0.0,0.17954561
0.423,0.0,0.18530637
0.4245,0.0,0.19119537
0.426,0.0,0.1972171
0.4275,0.0,0.20337631
0.429,0.0,0.20967802
0.4305,0.0,0.21612756
0.432,0.0,0.22273064
0.4335,0.0,0.2294933
0.435,0.0,0.236422
0.4365,0.0,0.24352363
0.438,0.0,0.2508056
0.4395,0.0,0.25827575
0.441,0.0,0.26594263
0.4425,0.0,0.27381533
0.444,0.0,0.28190377
0.4455,0.0,0.2902185
0.447,0.0,0.29877105
0.4485,0.0,0.30757394
0.45,0.0,0.31664068
0.4515,0.0,0.3259861
0.453,0.0,0.3356263
0.4545,0.0,0.3455791
0.456,0.0,0.3558639
0.4575,0.0,0.36650223
0.459,0.0,0.37751782
0.4605,0.0,0.3889371
0.462,0.0,0.40078953
0.4635,0.0,0.41310808
0.465,0.0,0.42592984
0.4665,0.0,0.43929678
0.468,0.0,0.45325658
0.4695,0.0,0.46786374
0.471,0.0,0.483181
0.4725,0.0,0.49928102
0.474,0.0,0.5162487
0.4755,0.0,0.53418404
0.477,0.0,0.55320585
0.4785,0.0,0.5734572
0.48,0.0,0.59511197
0.4815,0.0,0.6183847
0.483,0.0,0.64354473
0.4845,0.0,0.67093605
0.486,0.0,0.70100874
0.4875,0.0,0.7343701
0.489,0.0,0.7718791
0.4905,0.0,0.8147275
0.492,0.0,0.86471725
0.4935,0.0,0.9243625
